word,translation
Je vais conduire par mes propres moyens.,I'm going to drive myself.
Nous avons regardé ce film ensemble.,We watched this movie together.
Prends un citron.,Take a lemon.
J'ai hâte de te serrer dans mes bras.,I can't wait to hug you.
Quel est le prix de cette casquette ?,What is the price of this cap?
Le loup mangea le roi.,The wolf ate the king.
Je veux que vous alliez chez vous.,I want you to go home.
Est-ce que tu aimes la nourriture italienne ?,Do you like Italian food?
Ils nous les auraient rendues.,They would have returned them to us.
D'abord j'ai ressenti de la honte.,I felt embarrassed at first.
Je veux simplement que les gens m'aiment.,I just want people to like me.
Chacun doit rester concentré.,Everyone needs to stay focused.
C'est le rôle important.,This is the important part.
Ceci est vrai pour la plupart d'entre nous.,This holds for most of us.
Je veux le partager avec vous.,I want to share it with you.
Je vais généralement me coucher très tôt.,I usually go to sleep very early.
Elle se dévoua à lui.,She devoted herself to him.
Tom s'est assis tranquillement.,Tom sat quietly.
D'où est-ce que ça vient ?,Where did that come from?
Vous êtes légèrement en surpoids.,You're a little overweight.
Où voudriez-vous vivre ?,Where would you want to live?
Je fais la vaisselle.,I'll wash the dishes.
Elle est dénuée de défauts.,She has no faults.
Je suis content qu'on soit d'accord.,I'm glad we agree.
Quand aimerais-tu commencer ?,When would you like to begin?
Yanni a fait un horrible accident de voiture.,Yanni was in a terrible car accident.
Tu es dans la merde.,You're in big trouble.
Le public exige des réponses.,The public demands answers.
La langue russe est difficile à apprendre.,The Russian language is difficult to learn.
Avez-vous songé à devenir infirmière ?,Have you ever thought of becoming a nurse?
Le secteur des services algériens fonctionne très bien.,Algeria's service sector works great.
Le meilleur est encore à venir.,The best is yet to come.
Voilà le hic.,That's the snag.
Tom se défendrait.,Tom would fight back.
Nous avons toutes deux tort.,We're both wrong.
Prends un livre de l'étagère.,Take a book from the shelf.
Toutes mes plantes sont mortes.,All my plants died.
Nous venons de Russie.,We are from Russia.
Il porte des balafres sur son visage.,He bears scars on his face.
Est-ce que ta maison est grande ?,Is your house big?
Ma dent me fait incroyablement mal.,My tooth is giving me unbelievable pain.
Nous sommes heureux de t'avoir avec nous.,We're glad to have you with us.
Hélez un taxi !,Hail a taxi.
C'est tout simplement stupéfiant.,This is simply amazing.
Le parc était plein de gens.,The park was full of people.
Attendez-nous dans le hall.,Wait for us in the lobby.
Nous vous avons déjà pardonnées.,We have already forgiven you.
La gare est à dix minutes à pied.,It's ten minutes' walk to the station.
Tu as mangé quoi ?,What did you eat?
Tous les autres garçons riaient de lui.,All the other boys laughed at him.
Les Finlandais parlent le finnois.,The Finns speak Finnish.
Les prix des produits alimentaires ont augmentés.,The price of food has gone up.
Je veux que tu sortes de mon bureau.,I want you out of my office.
Mon cholestérol a baissé.,My cholesterol went down.
J'espérais un peu que vous veniez seules.,I kind of expected you to come alone.
Il devrait expier ses péchés.,He should atone for his sins.
Nous avons raté la date limite.,We missed the deadline.
Les résultats ont été épouvantables.,The results were appalling.
J'ai essayé de cacher ma déception.,I tried to hide my disappointment.
L'écrivain s'est suicidé à son bureau.,The author killed himself in his study.
Mes parents sont tous deux décédés.,Both of my parents have passed away.
Ils ne sont pas très sympathiques.,They're not very friendly.
Ce sont mes amis.,They are my friends.
Sur un pommier poussent des pommes.,An apple tree grows apples.
J'ai besoin de vous parler de quelque chose.,I need to talk to you about something.
Il soupira et secoua la tête.,He sighed and shook his head.
J'ai bien aimé ton histoire.,I liked your story.
Puis-je maintenant partir ?,Can I leave now?
Je veux que lui parte.,I want him to leave.
Demande-lui de nous donner de l'argent.,Ask her to give us some money.
Tu n'avais pas l'air de vouloir ce livre.,You didn't seem to want that book.
Il était plus petit que moi.,He was shorter than me.
Elles connaissent la vérité.,They know the truth.
Ne faites preuve d'aucune miséricorde !,Show no mercy.
Parle plus fort.,Raise your voice.
Tom se rase chaque matin.,Tom shaves every morning.
Tom a regardé la télé toute la journée.,Tom has been watching TV all day.
Il élève des poissons tropicaux.,He is raising tropical fishes.
Il travailla tard dans la nuit.,He worked far into the night.
Il faut que je sache si c'est vrai.,I have to know if it's true.
Pierre distribua les cartes à tous les joueurs.,Pierre dealt cards to all the players.
Je n'aime pas les bâtiments.,I don't like buildings.
Tout est dur.,Everything is tough.
J'ai besoin de ce travail.,I need this job.
Il était vraiment impressionné.,He was really impressed.
Il a l'air très fatigué.,He looks very tired.
Ne soupire pas comme ça.,Don't sigh like that.
Quel est votre jour de fête préféré ?,What's your favorite holiday?
Tom tomba dans l’oubli.,Tom fell into oblivion.
J'aime beaucoup skier.,I love skiing.
Ce gamin me saoule.,That kid is getting on my nerves.
Je vous ai méjugée.,I have misjudged you.
Ils chantent à tue-tête.,They're singing at the top of their lungs.
Il dort de moins en moins.,He sleeps less and less.
"Mange modérément, mais régulièrement.","Eat moderately, but regularly."
Qu'en penserait ton père ?,What would your father think?
Veuillez présenter mes respects à vos parents.,Please give my regards to your parents.
Peut-être y a-t-il encore de l'espoir pour vous.,There may be hope for you yet.
Il est médaillé olympique.,He's an Olympic medal winner.
Elle n'est pas aussi patiente que toi.,She is not as patient as you.
L'avez-vous jamais tenté ?,Have you ever tried it?
Un octogone a huit angles et huit côtés.,An octagon has eight angles and eight sides.
Marie est une femme magnifique.,Mary is a gorgeous woman.
Quelle est la mauvaise nouvelle ?,What is the bad news?
Je ferai la plonge.,I'll do the dishes.
L'atmosphère est lourde et sent le sang.,The air is heavy and smells of blood.
"Sur Internet, la connerie a pignon sur rue.","On the Internet, nonsense is front and centre."
"Tu sais, je me suis bien amusé.","You know, I had a lot of fun."
Tu es sous l'effet d'une drogue.,You're on a drug.
"Bizarrement, je n'ai ressenti aucune douleur.","Strange to say, I didn't feel any pain."
Il n'y a presque pas de meubles.,There is almost no furniture.
Mary était toute vêtue de blanc.,Mary was dressed all in white.
Je suis en bateau.,I'm on a boat.
Je suis trop épuisée pour faire ça maintenant.,I'm too exhausted to do that now.
Ma mère m'a dit d'étudier.,"My mother said to me, ""Study."""
L'enseignant a distribué les prospectus.,The teacher distributed the leaflets.
C'est un miracle que tu aies survécu.,It's a miracle you survived.
J'ai entendu les mauvaises nouvelles.,I heard the bad news.
Je crois que la réponse est oui.,I believe the answer is yes.
Sa prophétie se réalisa.,His prophecy was fulfilled.
Ce mec est bizarre.,That guy's weird.
Tom a quitté Boston.,Tom left Boston.
Essaie de comprendre ta colère.,Try to understand your anger.
Je suis une travailleuse.,I am a worker.
Vous me décevez beaucoup.,I'm very disappointed in you.
Il fait trop chaud pour aller se promener.,It's too hot to go for a walk.
Je suis resté chez moi cet été.,I stayed at home this summer.
Je ne parviens pas à le déchiffrer.,I can't figure this out.
Ne lui dis pas la réponse.,Don't tell him the answer.
Elles l'ont pris.,They took it.
Le ciel est clair aujourd'hui.,The sky's clear today.
Vous pouvez vous y fier.,You can depend on it.
Je me souviendrai toujours de toi.,I'll remember you forever.
Tu ne fais pas beaucoup d'efforts.,You don't exert yourself much.
Ne soyons pas arrogants.,Let's not get cocky.
"Voter, c'est votre devoir civique.",Voting is your civic duty.
Je veux être impliquée.,I want to be involved.
C'est dommage que tu ne viennes pas.,It's a shame that you're not coming.
Connaissez-vous ces auteurs allemands ?,Do you know these German authors?
Faites-le quand vous serez libre.,Do this at your leisure.
Veux-tu y aller en premier ?,Do you want to go first?
Au secours ! Police ! À l'aide !,Help! Police! Help!
On suppose que quelqu'un a empoisonné Tom.,It's believed that someone has poisoned Tom.
J'adore acheter des vêtements.,I love shopping for clothes.
Est-ce un animal ?,Is that an animal?
Tom enseigne à l'université.,Tom teaches at a university.
Mary portait des vêtements d'homme.,Mary was wearing men's clothing.
Tu penses qu'on peut les aider ?,Do you think we can help them?
Je ne fais que penser à haute voix.,I'm just thinking out loud.
Je veux vous plaire.,I want to please you.
Ils furent tous charmés par sa chanson.,They were all charmed by her song.
Je me sens comme fatigué.,I feel kind of tired.
J'ai de beaux cheveux.,I have nice hair.
Je veux boire du thé.,I want to drink tea.
Le temps est plutôt gris aujourd'hui.,The weather is quite dreary today.
Il chérissait le souvenir de sa défunte femme.,He cherished the memory of his dead wife.
Ses pensées sont vraiment puériles.,His way of thinking is very childish.
Tom a eu un rencard avec Marie.,Tom went on one date with Mary.
Tu es une tête de linotte !,You're such an airhead!
Je ne vous paie pas.,I'm not paying you.
Comment te proposes-tu de le faire ?,How do you intend to do it?
Je ne supporte pas de telles personnes.,I cannot abide such people.
Ce sont les flics !,It's the cops!
Vous n'êtes plus autorisés à parler.,You're no longer allowed to speak.
Tom doit travailler !,Tom must work.
Sa façon de parler m'intrigue.,His way of speaking intrigues me.
Nous n'avons épargné aucun effort.,We left no stone unturned.
Pensez à la mort.,Think about death.
J'aimerais sortir avec vous.,I'd like to go out with you.
Nous ne faisons pas confiance à Tom.,We don't trust Tom.
Je ne connais pas l'anglais.,I don't know English.
Tu dois courir.,You must run.
Ce sont tous les remerciements dont j'ai besoin.,That's all the thanks I need.
"Il n'est pas médecin, il est professeur.",He is not a doctor but a teacher.
Je pense que tu es ma meilleure amie.,I think you're my best friend.
Ça pourrait être sérieux.,This could be serious.
Il mange des bonbons.,He is eating candy.
Je suis désolé de vous avoir blessé.,I'm sorry I hurt you.
Voulez-vous quelques-unes de ces frites ?,Do you want some of these fries?
Il est clair qu'il veut y aller.,He clearly wants to go.
J'étais là quand vous êtes entrée.,I was here when you came in.
Elle est rusée comme un renard.,She is as sly as a fox.
Savais-tu que Tom était gay ?,Did you know that Tom was gay?
Le chien lèche les oreilles du chat.,The dog is licking the cat's ears.
Je lui donne plus de trente ans.,I guess that she is over thirty.
Il aime beaucoup ce genre de musique.,He is fond of this kind of music.
Les amoureuses ont échangé de nombreuses lettres.,The lovers exchanged numerous letters.
Personne ne vous trouvera jamais.,No one will ever find you.
Que ferais-tu à ma place ?,What would you do in my place?
Cela nous a beaucoup coûté.,That cost us a lot.
Tu te souviens avoir dit ça ?,Do you remember saying that?
Tom est débraillé.,Tom is unkempt.
Prends tout !,Take it all.
Je crois que tu devrais partir.,I believe that you should leave.
Ils cultivent le raisin de Corinthe ici.,The grow currants around here.
Qui entraîne l'équipe ?,Who coaches the team?
De quoi devrions-nous avoir peur ?,What do we have to be afraid of?
Ce siège est-il libre ?,Is that seat available?
L'a-t-elle vu ou pas ?,Did she see it or not?
Ce champignon n'est pas comestible.,This mushroom is not good to eat.
Je vais mettre les fleurs dans le vase.,I'll put the flowers in the vase.
Gabor a raté la fête d'anniversaire de Rima.,Gabor missed Martha's birthday party.
Vous ne serez probablement pas punis.,You probably won't be punished.
Je suis trop occupé pour y aller.,I am too busy to go.
J'ai un peu de fièvre.,I have a little fever.
C'est tout à fait autre chose.,That's quite another thing.
Il pleut davantage que jamais.,It is raining worse than ever.
Je ne te laisserai pas partir.,I won't let you go.
Ma demeure est la tienne.,My house is your house.
Faites attention à ne pas trop boire !,Be careful not to drink too much.
Avez-vous passé un bel été ?,Did you have a good summer?
C'est mon cœur.,It's my heart.
Attrape-les si tu peux !,Catch them if you can.
Je déteste le travail.,I hate work.
J'aime votre chat.,I love your cat.
Nous allons remettre ces projets à plus tard.,We'll put these plans on ice.
Tom a emmené sa fille à l'école.,Tom took his daughter to school.
"Oh, quel dommage.","Oh, that's a shame."
Comment décidez-vous habituellement quoi manger ?,How do you usually decide what to eat?
Vous avez adhéré au parti.,You have joined the party.
Je connais très bien Tom.,I know Tom very well.
Les épices améliorent les plats.,Spices improve dishes.
Je suis sûr qu'il y a une connexion.,I'm sure there's a connection.
J'ai pris un rendez-vous avec M. Kennedy.,I have made an appointment with Mr Kennedy.
Je l'ai mis au grenier.,I put it in the attic.
J'ai traversé la place.,I crossed the square.
Personne n'a entendu les cris de Tom.,Nobody heard Tom's screams.
Je te rendrai fier de moi.,I'll make you proud of me.
Ne ris pas la bouche ouverte.,Don't laugh with your mouth open.
J'aimerais que mon rêve se réalise.,I wish my dream would come true.
Personne n'entendit la cloche sonner.,Nobody heard the bell ring.
C'est d'une injustice révoltante.,This is outrageously unfair.
Ils te croisent partout où ils vont.,They run into you everywhere they go.
Nous nous sommes beaucoup inquiétés à ton sujet.,We worried a lot about you.
La nourriture est digérée dans l'estomac.,Food is digested in the stomach.
Nous devons essayer.,We have to try.
Plaise au Tribunal.,May it please the Court.
J'ignore simplement comment le faire.,I just don't know how to do it.
Je suis venu te demander quelque chose.,I came to ask you something.
Nous n'avons pu trouver son lieu de résidence.,We couldn't find out her whereabouts.
Je veux te le dire.,I want to tell you.
Tu manques de temps.,You're running short of time.
Tu peux tirer tes propres conclusions.,You can draw your own conclusions.
"Bonjour, as-tu déjà déjeuné ?","Hello, did you already have lunch?"
Je n'y avais pas pensé de cette façon.,I hadn't thought of it that way.
Il a pété les plombs.,He cracked up.
Où parles-tu espéranto ?,Where do you speak Esperanto?
Il se moucha le nez dans un mouchoir.,He blew his nose in a handkerchief.
Voulez-vous qu'elle le sache ?,Do you want her to know about it?
Il n'en a rien à branler.,He couldn't give a toss about it.
Il est une sorte de peintre.,He is a sort of painter.
Elle l'a remercié pour son assistance.,She thanked him for his help.
Je ne fais pas ça pour vous.,I'm not doing this for you.
Tu as fait quelque chose de très courageux.,You did a very brave thing.
Le mystère de la vie occupait ses pensées.,The mystery of life occupied his thoughts.
Ne pêche pas dans cette rivière. C'est défendu.,Don't fish in this river. It's prohibited.
Je ne l'ai pas vue beaucoup.,I did not see her much.
De quelle couleur est le vent ?,What color is the wind?
Ça vous aidera à vous garder chaud.,This will help keep you warm.
Comment s'appelle la capitale du Burkina Faso ?,What's the capital of Burkina Faso called?
Il est impossible que je t'aide.,It is impossible for me to help you.
Je n'ai pas trouvé de travail aujourd'hui.,I found no job today.
Vos idées ne sont pas intéressantes.,Your ideas are not interesting.
Elle n'était pas idiote.,She wasn't stupid.
Elle s'inquiète de votre sécurité.,She's worrying for your safety.
Elle a fini.,She has finished.
Tom est profondément dérangé.,Tom is deeply disturbed.
Elle va adorer ça.,She's going to love this.
Je veux qu'il vienne avec nous.,I want him to come with us.
C'est un mensonge !,That's a lie!
Nous comprenons pourquoi.,We understand why.
Sami a passé soixante jours en prison.,Sami served sixty days in jail.
Vous recevrez une bicyclette pour votre anniversaire.,You shall have a bicycle for your birthday.
Trump est un atout russe.,Trump is a Russian asset.
Peut-être devrions-nous parler de ceci au préalable.,Maybe we should talk about this first.
C'est le cas pour toi ?,Is it the case for you?
La Terre est notre oasis dans l'espace.,Earth is our oasis in space.
"Ce n'est pas sécurisé, là-bas.",It's not safe there.
Il faudra que j'y réfléchisse.,I'll have to think about it.
As-tu le temps de prendre un café ?,Do you have time for coffee?
Restons en contact.,Let's keep in touch with each other.
"Il s'est blessé pendant la partie, hier.",He got hurt in the game yesterday.
Il y a beaucoup de personnes qualifiées.,There are plenty of qualified people.
Tu dois ranger ta chambre.,You have to clean your room.
La perspective en est encore lointaine.,The prospect is still distant.
Je te souhaite du succès dans ton travail.,I wish you success in your work.
« Au revoir. » « À bientôt. »,"Bye. ""See you soon."""
Ma mère m'a demandé de tondre la pelouse.,Mother told me to mow the lawn.
Tu prends plus de calories que nécessaire.,You take more calories than are necessary.
Je l'appelle souvent.,I call her very often.
La nuit tous les chats sont gris.,All cats are grey in the dark.
"Vous vous marrez bien, les mecs ?",You guys having fun?
Comment voulez-vous mourir ?,How do you want to die?
Tu as l'air splendide.,You look great.
Je vous ordonne de partir immédiatement.,I'm ordering you to leave immediately.
"Globalement, elles ont eu vraiment de la chance.",On the whole they had really good luck.
L'espagnol sonne comme le grec.,Spanish sounds like Greek.
J'ai fini de nettoyer ma chambre.,I've finished cleaning my room.
Le garçon s'est jeté à l'eau.,The boy jumped into the water.
Il faut changer des choses dans cette maison.,Things have to be changed in this house.
Le verre est moins cher que l'aluminium.,Glass is cheaper than aluminum.
Cette fille n'est pas pour vous.,That girl is not for you.
Où vous faut-il faire cela ?,Where do you have to do that?
Tom a agi comme un saint.,Tom acted like a saint.
Je croyais que Tom était de Boston.,I thought Tom was from Boston.
Je suis contente que ça vous rende heureuse.,I'm glad that makes you happy.
C'est la recette de ma mère.,This is my mother's recipe.
Il faut que je m'absente un peu.,I've got to get away for a while.
Tu aurais dû dire non tout de suite.,You should have said no right away.
Cet endroit n'a pas beaucoup changé.,This place hasn't changed much.
Il me faut davantage de lumière.,I need more light.
Il était droit debout.,He stood in an upright position.
Êtes-vous sûrs que c'est nécessaire ?,Are you sure that's necessary?
Il est instantanément tombé amoureux d'elle.,He instantly fell in love with her.
Je me suis habitué à la chaleur.,I've become accustomed to the heat.
Sa plaisanterie est tombée à plat.,Her joke fell flat.
J'adore les pommes.,I love apples.
Est-ce de l'eau potable ?,Is this drinking water?
Les grandes chaleurs de l'été sont enfin là.,The dog days of summer have finally arrived.
Le café fut introduit en Europe depuis l'Arabie.,Coffee was introduced into Europe from Arabia.
Des choses étranges commencèrent à se produire.,Strange stuff started happening.
J'étais sur le chemin du travail.,I was on my way to work.
Est-ce que tu aimes les gaufres ?,Do you like waffles?
Je fais ça ce matin.,I'm doing that this morning.
Je n'en sais absolument rien.,I know absolutely nothing about that.
Ils relâchèrent le prisonnier.,They released the prisoner.
Je m'occuperai de ce problème plus tard.,I'll deal with this problem later.
J'ai dû y faire face seule.,I had to face this alone.
Cela fait deux ans qu'elle m'a quitté.,It's been two years since she left me.
Est-ce trop demander ?,Is that so much to ask?
Quand le spectacle a-t-il pris fin ?,When did the show finish?
Il l'a nettoyée.,He cleaned it up.
Sami a aimé la vidéo.,Sami enjoyed the video.
"La maison est petite, mais jolie.",The house is small but beautiful.
Nous avons discuté de nombre de possibilités.,We discussed a number of options.
Essayons d’appeler Tom.,Let's try calling Tom.
Il a deux amis étrangers.,He has two friends who are foreigners.
Je me baigne dans les toilettes.,I bathe myself in the restroom.
Tu m'as arnaquée !,You tricked me!
Je vous suis reconnaissant de venir ici.,I appreciate you coming here.
"Elles n'en ont aucune idée, pas vrai ?","They don't have a clue, do they?"
Je me demandais quand tu serais revenue.,I was wondering when you'd be back.
Ziri est ivre.,Ziri is drunk.
Cette voiture doit être réparée.,This car needs repairing.
Ziri se sentait accompli.,Ziri felt accomplished.
Ta famille va bien ?,Is your family doing well?
Elle s'est enquise de ma mère.,She asked me about my mother.
Tout le monde peut le faire.,Anyone can do it.
Vous entrez à l'aéroport.,You're going into the airport.
Quelle chanson bizarre ...,What a weird song...
Ils ont déjeuné.,They had lunch.
C'est une invitée.,She is a guest.
Ne me laisse jamais seul avec Tom.,Don't ever leave me alone with Tom.
"Il essaie de s'enfuir, achevez-le.","He's trying to escape, finish him off."
Ce film est ennuyeux.,This movie is boring.
Notre budget est très limité.,Our budget is very limited.
Tom tabasse des gens.,Tom beats people up.
Arrives-tu à le faire plus vite ?,Can you do it faster?
De combien de fourchettes avez-vous besoin ?,How many forks do you need?
Soyez très heureuse.,Be very happy.
J'ai toujours eu pleine confiance en ton jugement.,I've always had complete confidence in your judgment.
Qui joue du piano ?,Who plays the piano?
Combien tu pèses ?,What do you weigh?
Il cueillit des fleurs pour elle.,He picked flowers for her.
La dépendance à la pornographie n’existe pas.,Porn addiction doesn't exist.
Est-ce que tu veux parler à quelqu'un ?,Do you want to talk to anyone?
Que Dieu vous bénisse !,God bless you!
Le chat est coincé dans l'arbre.,The cat is stuck in the tree.
Avez-vous compris la question ?,Did you understand the question?
Tom m'a demandé combien de guitares je possède.,Tom asked me how many guitars I own.
Il les a peints.,He painted them.
Elle est arrivée chez elle à sept heures.,She got home at seven.
Je suis heureuse que nous l'ayons fait.,I'm happy we did that.
Yanni boirait n'importe quoi.,Yanni would drink anything.
Je n'ai pas vraiment pensé que ça surviendrait.,I didn't really think it would happen.
Veuillez me montrer un autre appareil photo.,Please show me another camera.
Mon ami parle beaucoup.,My friend is a talkative person.
Tom a dit que nous vous trouverions ici.,Tom said we'd find you here.
Bienvenue dans l'Ouest sauvage.,Welcome to the Wild West.
Le mari de Marie est rouquin.,Mary's husband is a redhead.
Il rit de moi.,He laughed at me.
"Tu conduis pas le métro, hein ?","You don't drive the subway, eh?"
As-tu écrit de nouvelles chansons ?,Have you written any new songs?
Ils m'ont fait attendre une heure.,They kept me waiting for an hour.
Que penses-tu de cette tenue ?,What do you think about this outfit?
"Vous me manquerez, aussi.",I'll miss you too.
Je suis une personne très prudente.,I'm a very careful person.
Tom n'est encore qu'un enfant.,Tom is still just a kid.
Cette cuisine est très fonctionnelle.,This kitchen is very functional.
J'ai regonflé le pneu.,I pumped up the tire.
Nous devons résister de toutes nos forces.,We have to resist with all our might.
Fred a tapé dans la balle.,Fred kicked a ball.
Je me marie dimanche prochain.,I'm getting married next Sunday.
Comment les gens peuvent-ils être aussi cruels ?,How can people be so cruel?
Les mathématiques me sont difficiles.,Mathematics is difficult for me.
J'ai été remué.,I was shaken.
Je parle fort.,I speak loudly.
J'ai un gros nez.,I have a big nose.
J'ai vu Tom se tenir là-bas.,I saw Tom standing there.
Faites de votre mieux et amusez-vous bien.,Do your best and have fun.
Billie Holiday avait une voix naturelle et rauque.,"Billie Holiday had an earthy, gravelly voice."
C'est une poupée qu'elle a fabriquée elle-même.,This is a doll which she made herself.
Cela nous infligera des dommages.,It will do harm to us.
Je dois parler à un avocat.,I need to talk to a lawyer.
Es-tu satisfaite de ton poids ?,Are you happy with your weight?
Tom regarda Marie et rougit.,Tom looked at Mary and blushed.
Puis-je vous voir un moment ?,Can I see you a moment?
Y a-t-il un magasin ici ?,Is there a shop here?
À qui allez-vous envoyer cela ?,Who are you going to send that to?
Il est fatigué d'attendre.,He's tired of waiting.
Combien de temps êtes-vous restée à Boston ?,How long did you stay in Boston?
Tom parle le français avec fluidité.,Tom speaks French fluently.
Tu es fabuleux.,You are fabulous.
Ma sœur est tellement pénible !,My sister is so annoying.
Ces objets sont très utiles.,These objects are very useful.
C'est un piège !,It's a trap!
La police a mené un raid au motel.,The police raided the motel.
Nous étions choquées.,We were shocked.
Elle l'amena au magasin.,She took him to the store.
Elle veut parler.,She wants to speak.
